filename,width,height,class,xmin,ymin,xmax,ymax
screencapture-balmoralparkacura-certified-Acura-2013-Acura-MDX-f1d140090a0e08b96bde98282ab29787-htm-2018-12-11-09_15_32.jpg,1472,3561,car,862,799,880,830
screencapture-murrayhyundaimedicinehat-used-Dodge-2014-Dodge-Journey-3f3213cd0a0e0aea3d0cfa12fbe074e7-htm-2018-12-09-11_21_24.jpg,1680,2366,car,961,773,979,805
screencapture-bentonfryford-ca-used-Ford-2013-Ford-F-150-172dc92d0a0e08bd1c86007bcf1e6f0d-htm-2018-12-09-09_47_06.jpg,1680,4037,car,964,780,984,815
screencapture-autoparkbarrie-ca-used-vehicle-2013-acura-tl-base-id9065698-htm-2018-12-08-20_35_06.jpg,1680,2730,car,898,555,944,599
screencapture-northbaytoyota-en-new-inventory-toyota-corolla-2014-toyota-corolla-4dr-sdn-cvt-le-id5764449-2018-11-22-13_08_13.jpg,1920,3317,car,1880,1694,1901,1726
screencapture-primelineauto-certified-Kia-2013-Kia-Forte-1cabe78a0a0e0a3a6fa1794949f80a8e-htm-2018-12-03-12_28_01.jpg,1677,1784,car,969,779,987,808
screencapture-markvillechevrolet-used-vehicle-2017-mercedes-benz-c-class-c-300-id9056119-htm-2018-11-22-12_18_43.jpg,1920,2783,car,1034,584,1051,608
screencapture-heffner-ca-used-vehicle-2013-lexus-ct-200h-base-id9021626-htm-2018-12-11-10_09_54.jpg,1472,8273,car,801,629,819,653
screencapture-autotrader-ca-a-Volvo-V60-Ottawa-Ontario-5_41879273_20151103120223859-2018-12-12-19_08_59.jpg,1472,3557,car,890,595,911,610
screencapture-marinosfinecars-used-Mitsubishi-2014-Mitsubishi-Outlander-d156e37a0a0e0a6b7290a9e5d7ed9986-htm-2018-12-08-20_53_37.jpg,1680,3437,car,967,745,984,775
screencapture-kanatatoyota-used-vehicle-2017-toyota-corolla-le-id9062575-htm-2018-12-14-11_19_43.jpg,1472,8052,car,828,1049,833,1058
screencapture-kingstonhonda-used-vehicle-2014-honda-cr-v-ex-id9040619-htm-2018-11-23-16_05_27.jpg,1920,7727,car,1020,525,1063,569
screencapture-gusbrownportperry-VehicleDetails-new-2018-GMC-Sierra_1500-4WD_Crew_Cab_Short_Box_SLE-Port_Perry-ON-3341843993-2018-12-14-11_49_31.jpg,1472,2790,car,680,887,696,912
screencapture-car1-ca-used-vehicle-2018-nissan-altima-25-sv-id9099639-htm-2018-12-14-13_36_26.jpg,1472,4549,car,827,1052,834,1062
screencapture-bonnybrookauto-used-BMW-2008-BMW-X5-33badf270a0e0a3f196fe406f58a6af5-htm-2018-11-28-16_47_27.jpg,1920,3909,car,1082,808,1105,844
screencapture-bentonfryford-ca-used-Ford-2016-Ford-Fusion-7dd2556c0a0e08b901625aa7b6b054c9-htm-2018-11-22-14_31_52.jpg,1920,3753,car,1082,822,1104,859
screencapture-demeyerechrysler-ca-used-Ram-2014-Ram-1500-92a8a7f30a0e0a6b7290a9e5bbd8e3bf-htm-2018-12-07-13_11_39.jpg,1680,4107,car,972,858,984,880
screencapture-pfaffmazda-used-vehicle-2015-mazda-mazda3-gs-id9002734-htm-2018-11-23-16_25_17.jpg,1920,2957,car,1034,657,1053,683
screencapture-carlineautomotive-certified-Volkswagen-2011-Volkswagen-Tiguan-2b2ed2320a0e0a3f7b52694717cddb7a-htm-2018-11-28-16_39_55.jpg,1920,1825,car,1087,684,1104,716
screencapture-autotrader-ca-a-Volkswagen-Golf-Ottawa-Ontario-5_41238392_20151103120223859-2018-12-12-19_04_08.jpg,1472,3414,car,891,596,911,610
screencapture-tiptopauto-ca-inventory-2013-bmw-3-series-320i-xdrive-WBA3C3C59DF979613-2018-12-10-12_48_53.jpg,1680,2487,car,1363,1056,1387,1069
screencapture-autorama-ca-inventory-2013-lexus-rx-350-3023039-2018-12-01-07_00_41.jpg,1677,3656,car,994,815,1029,851
screencapture-heuvelmanschev-ca-VehicleDetails-new-2019-Cadillac-XT5-Luxury_AWD-Chatham-ON-3341043893-2018-12-13-11_04_58.jpg,1472,4142,car,680,1004,695,1029
screencapture-torontoautomall-ca-used-Subaru-2013-Subaru-WRX-STI-7bed79a30a0e08be0dc69aef00714135-htm-2018-12-07-17_57_36.jpg,1680,3302,car,964,765,984,799
screencapture-brantfordhyundai-ca-used-Chevrolet-2010-Chevrolet-Equinox-f8b826110a0e0ae72a93823eb9b4d456-htm-2018-12-13-15_41_31.jpg,1472,3932,car,860,1023,879,1048
screencapture-hjpfaffaudi-used-vehicle-2013-audi-s6-40t-id9076968-htm-2018-12-03-12_56_18.jpg,1677,2405,car,912,772,931,797
screencapture-brentridge-used-Ford-2014-Ford-F-150-Wetaskiwin-AB-97bb72f30a0e0ae939534fb4c16543b9-htm-2018-12-09-10_09_18.jpg,1680,2644,car,956,949,969,972
screencapture-autolinksvaughan-ca-used-Audi-2006-Audi-A6-ab4f6b730a0e0a3a02f0dcfd7a1192eb-htm-2018-12-12-16_53_10.jpg,1472,2393,car,853,802,870,830
screencapture-autoparkmississauga-ca-used-vehicle-2017-volkswagen-tiguan-wolfsburg-edition-id9092820-htm-2018-12-13-11_31_19.jpg,1472,2895,car,795,576,839,621
screencapture-autoparkbarrie-ca-used-vehicle-2015-gmc-terrain-sle-2-id9098579-htm-2018-12-14-11_49_48.jpg,1472,2757,car,800,557,840,595
screencapture-miltonhyundai-used-vehicle-2004-chrysler-intrepid-se-id9100164-htm-2018-12-12-18_52_18.jpg,1472,6713,car,822,1297,838,1315
screencapture-parkrowautosales-autotrader-ca-used-Pontiac-2005-Pontiac-Grand-Prix-571268650a0e0a3e4fb4f91998d6d2c1-htm-2018-11-30-17_45_11.jpg,1677,3002,car,965,801,982,830
screencapture-calgaryautoconnection-ca-used-Porsche-2004-Porsche-Cayenne-14a6eeb90a0e0a400a9ba112dc9dae86-htm-2018-12-01-09_36_36.jpg,1677,1417,car,702,608,717,633
screencapture-scarborotownchrysler-certified-Chrysler-2013-Chrysler-300-b5ea1d8f0a0e08bc4fbdc54c8a8ff970-htm-2018-12-04-11_13_03.jpg,1677,4723,car,970,743,984,766
screencapture-surgenorgatineau-en-used-inventory-chevrolet-cruze-2013-chevrolet-cruze-id5746414-2018-12-03-11_26_25.jpg,1677,5101,car,1250,874,1312,935
screencapture-peninsulaford-used-vehicle-2012-mazda-mazda3-gx-id9029652-htm-2018-11-23-16_43_19.jpg,1920,6644,car,1016,486,1065,531
screencapture-wendellmotor-certified-Chrysler-2013-Chrysler-200-36a2267a0a0e0a1714cd7890d12574a3-htm-2018-12-08-19_53_39.jpg,1680,3963,car,969,889,986,914
screencapture-gpvolkswagen-ca-inventory-used-2010-dodge-dakota-sxt-4x4-crew-cab-1d7cw3gp9as223603-2018-12-01-18_59_16.jpg,1677,3717,car,1035,1119,1036,1119
screencapture-gpvolkswagen-ca-inventory-used-2010-dodge-dakota-sxt-4x4-crew-cab-1d7cw3gp9as223603-2018-12-01-18_59_16.jpg,1677,3717,car,1035,1093,1068,1126
screencapture-orangevillenissan-used-Nissan-2013-Nissan-Titan-336fdbdd0a0e0a3c37ea8a3fc6473c44-htm-2018-12-04-16_00_56.jpg,1677,2522,car,966,793,983,823
screencapture-cooksvillehyundai-used-vehicle-2013-acura-tl-base-id9065698-htm-2018-12-04-16_21_26.jpg,1677,2771,car,899,560,942,602
screencapture-willowdalenissan-used-Ford-2013-Ford-Focus-6337abd10a0e08ba5e3a70a43ec2fe0a-htm-2018-12-10-18_52_05.jpg,1472,2900,car,860,1194,880,1228
screencapture-lauriahyundai-inventory-certified-used-2014-hyundai-elantra-gt-gls-auto-low-kms-panoramic-sunroof-fwd-sedan-kmhd35lh6eu191653-2018-12-08-20_12_30.jpg,1680,4315,car,1036,1002,1070,1037
screencapture-bmwtoronto-ca-used-BMW-2013-BMW-X1-77f62cde0a0d0c14620f21cf6b0779c1-htm-2018-12-12-10_20_09.jpg,1472,2951,car,848,829,891,872
screencapture-troystoys-net-used-Nissan-2005-Nissan-Sentra-111fb0150a0e0a3861ff28001b8aeebe-htm-2018-12-02-08_13_30.jpg,1677,2975,car,967,918,978,930
screencapture-autotrader-ca-a-Subaru-Outback-Ottawa-Ontario-5_41910235_20151103120223859-2018-12-12-18_52_49.jpg,1472,3757,car,890,597,911,610
screencapture-sherwoodbuickgmc-used-Toyota-2011-Toyota-Sequoia-fe92f8ef0a0e0aea232b94da63dd6cf4-htm-2018-11-30-16_12_18.jpg,1687,5270,car,973,949,988,978
screencapture-parkwaynissan-used-vehicle-2016-nissan-rogue-s-id9021973-htm-2018-11-22-14_54_56.jpg,1920,8633,car,1029,520,1048,546
screencapture-autoonecars-ca-certified-Buick-2014-Buick-LaCrosse-1d113b550a0e08f71f56c050b53eb9a8-htm-2018-12-10-18_54_56.jpg,1472,3311,car,862,745,880,776
screencapture-miedemasmotorsales-inventory-2009-toyota-yaris-5dr-hatch-2018-12-06-17_18_31.jpg,1680,1638,car,1044,803,1069,827
screencapture-qualitycarsales-co-used-Chrysler-2013-Chrysler-200-b37562540a0e0a3b1d51cabdde1d550b-htm-2018-12-03-12_51_34.jpg,1677,1867,car,901,736,926,760
screencapture-autotrader-ca-a-honda-accord-toronto-ontario-5_41292229_on20080103120602351-2018-12-12-16_28_55.jpg,1472,3803,car,891,596,910,609
screencapture-autopiacars-ca-certified-BMW-2014-BMW-M6-ec07a1640a0e08f767261c644e2b9193-htm-2018-12-10-18_54_22.jpg,1472,3674,car,861,742,880,772
screencapture-ajaxhyundai-used-vehicle-2013-hyundai-elantra-gls-id9092506-htm-2018-12-14-19_15_08.jpg,1472,7527,car,821,899,840,922
screencapture-autotrader-ca-a-toyota-venza-bowmanville-ontario-5_40459262_on20080402094119750-2018-12-06-08_53_37.jpg,1677,3506,car,992,523,1013,537
screencapture-shawgmc-used-Jeep-2014-Jeep-Grand-Cherokee-13ce066c0a0e0a171bebc6d901220235-htm-2018-11-28-17_27_49.jpg,1920,5149,car,1157,1132,1179,1175
screencapture-autolinksvaughan-ca-certified-Ford-2013-Ford-Escape-b50af8030a0e0a3f619861c60ef0cb69-htm-2018-12-09-15_20_36.jpg,1680,2228,car,957,802,974,831
screencapture-woodridgeford-used-vehicle-2013-ford-f-150-xlt-id9018850-htm-2018-12-03-18_36_58.jpg,1677,6900,car,905,622,924,647
screencapture-gusbrownportperry-VehicleDetails-certified-2015-Chevrolet-Malibu-4dr_Sdn_LT_w-1LT-Port_Perry-ON-3231791493-2018-11-30-16_40_04.jpg,1677,3143,car,779,841,796,867
screencapture-monteroauto-used-Volkswagen-2010-Volkswagen-Tiguan-555be2fa0a0e08bd1882866223931774-htm-2018-12-01-18_26_06.jpg,1677,3327,car,961,709,984,743
screencapture-harmonyhyundai-new-vehicle-2019-hyundai-tucson-essential-wsafety-package-id9099307-htm-2018-12-14-11_50_20.jpg,1472,2542,car,601,335,618,359
screencapture-westendnissan-used-Volkswagen-2011-Volkswagen-Golf-edmonton-ab-93550acf0a0e0ae76e5b1cc447befd5e-htm-2018-11-22-12_23_00.jpg,1920,4047,car,1084,853,1107,881
screencapture-jimwilsonchevrolet-VehicleDetails-new-2019-Chevrolet-Silverado_2500HD-LTZ-Orillia-ON-3341284063-2018-12-14-12_18_40.jpg,1472,5485,car,679,779,696,807
screencapture-ontariohyundaicars-used-vehicle-2016-hyundai-accent-se-financing-available-id9100020-htm-2018-12-14-12_55_14.jpg,1472,3307,car,828,1135,833,1144
screencapture-garstonmotors-certified-Acura-2012-Acura-MDX-da2b6e8e0a0e0a3d77a412b9e00e4cf6-htm-2018-12-12-20_03_24.jpg,1472,3134,car,884,777,899,806
screencapture-highlandgm-VehicleDetails-used-2014-Jeep-Grand_Cherokee-Summit-Aurora-ON-3262706313-2018-12-07-13_00_26.jpg,1680,6453,car,779,929,796,956
screencapture-familymotors-ca-used-Pontiac-2006-Pontiac-Pursuit-7a4ab2350a0e08b9234fccd9c2d17381-htm-2018-12-06-19_58_39.jpg,1680,3004,car,967,823,982,850
screencapture-okesauto-ca-cars-for-sale-2014-ford-escape-se-4wd-3-2018-12-07-12_28_55.jpg,1680,1971,car,1243,857,1255,873
screencapture-cochranedodgechryslerjeep-certified-Dodge-2015-Dodge-Grand-Caravan-calgary-area-5fa4bc960a0e08be358282a6e7b93a4d-htm-2018-11-22-14_20_11.jpg,1920,3564,car,1083,848,1106,884
screencapture-apollopreowned-ca-vehicle-stk8341-2008-chevrolet-silverado-2500hd-6-6l-duramax-sunroof-leather-2018-12-13-11_16_28.jpg,1472,2620,car,727,615,738,635
screencapture-fishcreeknissancalgary-ca-used-Nissan-2011-Nissan-Armada-754d38370a0e08f704d62b6afc070c35-htm-2018-12-06-12_49_48.jpg,1690,4907,car,972,874,990,908
screencapture-belleriverautocentre-ca-used-Ford-2005-Ford-Escape-74c319420a0e0c5a0e20a006468bb7b2-htm-2018-12-06-12_03_58.jpg,1680,1456,car,745,753,756,774
screencapture-buddsmazda-used-vehicles-used-inventory-41622658-2018-12-09-11_25_42.jpg,1680,2357,car,749,462,785,499
screencapture-southpointetoyota-used-Calgary-2011-Toyota-Tacoma-TRD-Sport-Lift-Kit-Remote-Start-5TFMU4FN9BX003442-2018-12-01-20_18_39.jpg,1692,2406,car,1611,320,1630,369
screencapture-oakvillevolkswagen-used-Audi-2013-Audi-A4-allroad-5b1f22ee0a0e0a3a32e2a636a6778d05-htm-2018-12-05-11_48_52.jpg,1677,1987,car,961,784,977,813
screencapture-lotusofoakville-ca-used-Audi-2014-Audi-A7-f6c377b60a0e08be71c5759816639e88-htm-2018-12-10-18_44_01.jpg,1472,1603,car,806,727,816,739
screencapture-pfaffaudi-used-vehicle-2015-audi-q3-20t-progressiv-id9063011-htm-2018-11-23-16_04_32.jpg,1920,2897,car,1034,566,1053,591
screencapture-autotrader-ca-a-Jeep-Grand-Cherokee-Toronto-Ontario-5_41441486_20121031102536173-2018-12-14-13_31_15.jpg,1472,3354,car,890,595,911,610
screencapture-autotrader-ca-a-lamborghini-aventador-vaughan-ontario-5_40988912_20120322164703450-2018-12-14-13_33_48.jpg,1472,2666,car,890,598,911,611
screencapture-platinumcars-ca-used-Audi-2013-Audi-A7-1877605e0a0e0c592cf33189f1d4df28-htm-2018-12-05-10_45_12.jpg,1677,4437,car,1030,839,1072,882
screencapture-pembrokenissan-ca-used-vehicle-2013-hyundai-santa-fe-sport-24-premium-id9003207-htm-2018-12-11-10_12_56.jpg,1472,8707,car,828,1125,833,1134
screencapture-vosmotors-certified-Volkswagen-2011-Volkswagen-Tiguan-97179e900a0e08ba0cf81e75ebdc89b1-htm-2018-11-22-14_26_32.jpg,1920,3859,car,1117,1141,1165,1274
screencapture-mikeyarekdodge-ca-used-Ram-2013-Ram-1500-8a80370f0a0e0ae877596e0f8f6c4e1c-htm-2018-12-03-12_36_39.jpg,1677,4495,car,969,800,984,823
screencapture-brantfordkia-certified-Kia-2015-Kia-Soul-928d8d790a0e0a171377b1d85c15a2f4-htm-2018-12-14-11_11_33.jpg,1472,3356,car,825,923,871,982
screencapture-cooksvillehyundai-used-vehicle-2018-hyundai-santa-fe-xl-id8983587-htm-2018-12-14-12_47_39.jpg,1472,3088,car,827,1256,834,1266
screencapture-cooksvillehyundai-used-vehicle-2016-honda-cr-v-touring-id9100304-htm-2018-12-13-19_18_25.jpg,1472,2801,car,828,963,833,972
screencapture-midwaynissan-bargain-Honda-2004-Honda-Civic-8b48f1820a0e0ae76e5b1cc4084f697a-htm-2018-12-01-19_21_41.jpg,1677,5673,car,970,824,986,853
screencapture-hoganchev-used-vehicle-2010-cadillac-srx-id9064243-htm-2018-12-01-09_20_32.jpg,1677,2606,car,900,656,941,698
screencapture-ferrariofontario-used-vehicle-2014-ferrari-california-base-id9016175-htm-2018-12-07-18_07_12.jpg,1680,6539,car,908,556,925,581
screencapture-northcountryautosales-ca-used-vehicle-2014-jeep-wrangler-sport-id9101921-htm-2018-12-12-19_34_53.jpg,1472,7500,car,828,957,833,967
screencapture-autotrader-ca-a-honda-accord-mississauga-ontario-5_40154156_on20080130104704007-2018-12-12-16_16_38.jpg,1472,3645,car,891,595,910,609
screencapture-visionfinecars-certified-BMW-2012-BMW-X1-0e371ba40a0e08bb50a70153ab654bae-htm-2018-12-07-19_31_31.jpg,1680,2447,car,966,906,982,931
screencapture-galtchrysler-ca-certified-Jeep-2013-Jeep-Wrangler-618529dd0a0e08bb0f93130b09f43859-htm-2018-12-03-12_47_53.jpg,1677,4201,car,971,802,983,825
screencapture-myactionhonda-used-Mercedes-Benz-2012-Mercedes-Benz-E-Class-a73561170a0e08f721a6a0deda649276-htm-2018-12-07-12_45_43.jpg,1680,2020,car,744,670,758,694
screencapture-orangevillenissan-used-Nissan-2015-Nissan-Juke-8f35304b0a0e0a3a003fa4f403a10e07-htm-2018-11-28-16_54_00.jpg,1920,2560,car,1087,832,1104,862
screencapture-miltonchrysler-ca-certified-Audi-2014-Audi-A4-6fcd1b9a0a0d0c14022e2903848119aa-htm-2018-12-09-09_55_47.jpg,1680,4535,car,971,945,985,968
screencapture-highlandgm-VehicleDetails-new-2018-Chevrolet-Colorado-4WD_LT-Aurora-ON-3340754423-2018-12-14-13_03_22.jpg,1472,4135,car,680,638,695,662
screencapture-lexusofkingston-fr-inventaire-occasion-vehicule-2015-lexus-is-350-f-sport-series-3-radar-cruise-mark-levinson-5589268-2018-12-12-17_55_44.jpg,1472,3232,car,759,652,771,669
screencapture-rennersauto-ca-inventory-2013-hyundai-elantra-3024627-2018-12-08-20_12_47.jpg,1680,3240,car,590,483,630,525
screencapture-kiaowensound-ca-inventory-2011-kia-sorento-3128750-2018-12-06-12_48_13.jpg,1680,3016,car,591,524,632,565
screencapture-deejaysautosalesandservices-autotrader-ca-used-Volkswagen-2012-Volkswagen-Jetta-c31b5ab60a0e0a3f4301abf627f1d649-htm-2018-12-07-20_31_41.jpg,1680,3362,car,966,951,983,984
screencapture-specialinterestautomobiles-ca-used-vehicle-2014-volkswagen-tiguan-trendline-id9090861-htm-2018-12-07-20_35_13.jpg,1680,7976,car,899,706,944,750
screencapture-autotrader-ca-a-Toyota-Tacoma-Peterborough-Ontario-5_41731790_ON20071113111850491-2018-12-12-16_34_26.jpg,1472,3339,car,889,596,913,608
screencapture-gorruds-used-vehicle-2017-ram-1500-sport-id9100160-htm-2018-12-13-18_48_09.jpg,1472,8132,car,811,529,828,553
screencapture-xtrememotors-co-certified-Chevrolet-2013-Chevrolet-Cruze-637d77e40a0e0a427159a85a510252ff-htm-2018-12-12-10_23_01.jpg,1472,3267,car,847,778,876,821
screencapture-segalmotorcar-certified-Audi-2014-Audi-S7-9418436c0a0e08bd7390ee2fef73e6fc-htm-2018-12-10-18_53_54.jpg,1472,3460,car,863,811,879,840
screencapture-galtchrysler-ca-certified-Chrysler-2014-Chrysler-300-b8782a8e0a0e08f70e6f984ee99ee766-htm-2018-12-08-20_17_28.jpg,1680,4727,car,972,803,985,825
screencapture-presleysauto-inventory-2011-jeep-patriot-3127458-2018-12-06-10_17_15.jpg,1677,3610,car,587,479,630,522
screencapture-fiestamotors-ca-bargain-Honda-2013-Honda-CR-V-3d521a5c0a0e08b9234fccd96870eec6-htm-2018-12-10-18_14_07.jpg,1472,2430,car,865,840,876,851
screencapture-kenshawtoyota-ca-used-vehicle-2004-toyota-matrix-base-id9071228-htm-2018-11-28-16_48_36.jpg,1920,4165,car,998,378,1033,406
screencapture-autoislandinc-cars-used-2013-Toyota-Avalon-Sedan-82004-2018-11-28-16_57_36.jpg,1920,2187,car,1217,779,1245,893
screencapture-leggatkiaburlington-ca-certified-Nissan-2013-Nissan-Rogue-75b33d310a0e0a420c72531e34157e58-htm-2018-12-03-12_57_39.jpg,1677,2980,car,943,813,960,839
screencapture-coliseumauto-ca-certified-Hyundai-2017-Hyundai-Elantra-8ffd29220a0e08be65735b2c8754e90a-htm-2018-12-14-13_38_39.jpg,1472,3179,car,859,774,881,809
screencapture-torontoautomall-ca-used-Porsche-2011-Porsche-Panamera-fb4390dc0a0e08bb6a8c62304f6c533d-htm-2018-12-01-09_11_20.jpg,1677,1975,car,963,764,982,800
screencapture-okotoksgm-used-Toyota-2014-Toyota-Corolla-3b78dc750a0e0a174bb89ebf79d79466-htm-2018-12-07-13_17_45.jpg,1680,3233,car,971,805,992,839
screencapture-lotusofoakville-ca-used-Audi-2014-Audi-A7-f6c377b60a0e08be71c5759816639e88-htm-2018-12-10-18_28_59.jpg,1472,1603,car,806,727,815,739
screencapture-autopricecanada-used-vehicle-2013-nissan-leaf-sl-id9031615-htm-2018-12-03-18_50_59.jpg,1677,7807,car,899,637,943,682
screencapture-cooksvillehyundai-used-vehicle-2018-hyundai-santa-fe-xl-id9061822-htm-2018-12-12-19_50_38.jpg,1472,2821,car,828,963,833,972
screencapture-visionfinecars-certified-Land-Rover-2012-Land-Rover-Range-Rover-Sport-8f21a3390a0e08bd07a98119cd214f04-htm-2018-12-12-18_07_38.jpg,1472,2233,car,863,796,876,819
screencapture-autoparkbrampton-ca-used-vehicle-2013-audi-q7-30t-sport-id9018254-htm-2018-12-10-13_01_49.jpg,1680,2717,car,900,567,944,611
screencapture-autoislandinc-cars-used-2006-Lexus-RX-400h-SUV-84160-2018-12-06-10_06_34.jpg,1677,2008,car,1093,764,1122,875
screencapture-qualitycarsales-co-used-Volkswagen-2014-Volkswagen-Passat-baec0ae00a0e0a3b5af141f477913d1c-htm-2018-12-07-16_52_13.jpg,1680,1811,car,901,792,926,816
screencapture-autocrossinc-inventory-2015-chevrolet-equinox-2825023-2018-11-23-16_49_56.jpg,1920,5201,car,698,493,752,546
screencapture-selectautocentre-ca-certified-Nissan-2010-Nissan-Rogue-32c578880a0e08be0dc69aef1d311352-htm-2018-12-06-08_34_22.jpg,1677,3218,car,960,715,985,753
screencapture-menzieschryslerdealer-used-Jeep-2012-Jeep-Wrangler-f0d7cd2c0a0e0a6b2e14537bb6de4717-htm-2018-11-28-17_06_56.jpg,1920,4144,car,1092,766,1106,791
screencapture-royaloaknissan-ca-used-Toyota-2009-Toyota-Matrix-calgary-af7676ef0a0e0ae877596e0fd8a30d43-htm-2018-11-30-16_16_49.jpg,1677,2465,car,966,859,982,889
screencapture-gpchrysler-used-Ram-2015-Ram-1500-609deb800a0e0a174c891a975336d33a-htm-2018-12-14-11_40_44.jpg,1472,4437,car,908,835,921,857
screencapture-davidchevpreowned-certified-Chevrolet-2014-Chevrolet-Cruze-1816a02a0a0e0a3d24f8761b790c219a-htm-2018-12-12-18_01_56.jpg,1472,2208,car,625,647,638,670
screencapture-westsideacura-used-BMW-2014-BMW-5-Series-18ae8e300a0e08bc75d004d0b92f5bf5-htm-2018-12-11-09_59_52.jpg,1472,5165,car,862,746,875,767
screencapture-416autoplex-ca-used-Kia-2008-Kia-Rio-dec87d1a0a0e0c5a35dc956c14e60903-htm-2018-11-30-10_46_55 copy.jpg,1677,2983,car,964,710,981,743
screencapture-perfectauto-ca-inventory-2008-bmw-x3-3063207-2018-11-23-16_10_12 (1).jpg,1920,3648,car,667,546,718,598
screencapture-progressiveautosales-used-vehicle-2013-chevrolet-impala-lt-id8797374-htm-2018-12-05-13_49_11.jpg,1677,7390,car,898,524,943,566
screencapture-vehicles-guelphtoyota-used-vehicle-2011-toyota-corolla-ce-id9061782-htm-2018-12-02-08_14_40.jpg,1677,6664,car,912,540,931,565
screencapture-bayking-ca-used-vehicle-2017-ram-1500-slt-id9100176-htm-2018-12-14-13_38_15.jpg,1472,8003,car,827,1018,833,1027
screencapture-precisionhyundai-used-Volkswagen-2016-Volkswagen-Golf-R-f4cb09140a0e08f76a32b06dd7e72063-htm-2018-11-22-12_25_23.jpg,1920,2063,car,1086,714,1104,747
screencapture-autotrader-ca-a-kia-optima-moncton-new-brunswick-5_28651995_20070327055452062-2018-12-09-17_32_08.jpg,1680,3117,car,994,472,1016,486
